politician,date_of_birth,place_of_birth,date_of_death,position,start_date,end_date,electoral_district,replaced_by,replaces,series_ordinal,flag
Q6988322,+1940-02-22T00:00:00Z,Q3141,NA,Q18912794,+1969-10-25T00:00:00Z,+1972-12-02T00:00:00Z,Q5284519,Q5237397,NA,NA,0
Q6988322,+1940-02-22T00:00:00Z,Q3141,NA,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q5284519,Q7177078,Q5237397,NA,0
Q6988322,+1940-02-22T00:00:00Z,Q3141,NA,Q18912794,+1984-12-01T00:00:00Z,+1991-02-25T00:00:00Z,Q178752,Q6395733,NA,NA,0
Q6989012,+1921-06-19T00:00:00Z,Q2027077,+2009-02-08T00:00:00Z,Q18912794,+1961-12-09T00:00:00Z,+1963-11-30T00:00:00Z,Q2973485,Q6237363,Q6525348,NA,0
Q6989109,+1900-08-02T00:00:00Z,Q1589649,+1968-07-04T00:00:00Z,Q6814428,+1947-07-01T00:00:00Z,+1962-06-30T00:00:00Z,Q56649111,NA,NA,NA,0
Q6989110,+1947-05-07T00:00:00Z,Q3141,NA,Q18912794,+1984-12-01T00:00:00Z,+2001-10-08T00:00:00Z,Q5284500,Q4961047,Q4758704,NA,0
Q7004730,+1863-10-26T00:00:00Z,Q2081184,+1930-09-19T00:00:00Z,Q18912794,+1922-12-16T00:00:00Z,+1929-10-12T00:00:00Z,Q1026265,Q5539680,Q7791730,NA,0
Q7026792,+1950-07-17T00:00:00Z,Q5112,NA,Q6814428,+1981-07-01T00:00:00Z,+2005-06-30T00:00:00Z,Q56649110,NA,NA,NA,0
Q7026792,+1950-07-17T00:00:00Z,Q5112,NA,Q52490871,+1998-02-02T00:00:00Z,+1998-02-13T00:00:00Z,NA,NA,NA,NA,0
Q7026894,+1972-02-27T00:00:00Z,Q3723370,NA,Q18912794,+2007-11-24T00:00:00Z,+2019-05-17T00:00:00Z,Q1073964,NA,Q5233587,NA,0
Q7026894,+1972-02-27T00:00:00Z,Q3723370,NA,Q18912794,+2019-05-18T00:00:00Z,NA,Q55887412,NA,NA,NA,0
Q7027920,+1955-11-19T00:00:00Z,Q84,NA,Q6814428,+1990-07-01T00:00:00Z,+2012-06-01T00:00:00Z,Q56649108,Q6550105,NA,NA,0
Q7028174,+1959-01-29T00:00:00Z,Q5112,NA,Q6814428,+2008-07-01T00:00:00Z,+2017-10-31T00:00:00Z,Q56649110,Q43109080,NA,NA,0
Q7028174,+1959-01-29T00:00:00Z,Q5112,NA,Q18662245,+1997-10-11T00:00:00Z,+2007-10-15T00:00:00Z,NA,Q6228571,NA,NA,0
Q7032357,+1911-05-15T00:00:00Z,Q2979102,+1984-05-17T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1975-11-11T00:00:00Z,Q2973824,Q6249252,NA,NA,0
Q7032631,+1956-05-04T00:00:00Z,Q84,NA,Q6865821,NA,NA,NA,NA,NA,NA,0
Q7032631,+1956-05-04T00:00:00Z,Q84,NA,Q6814428,+2001-11-10T00:00:00Z,+2019-05-18T00:00:00Z,Q56649106,NA,NA,NA,0
Q7032631,+1956-05-04T00:00:00Z,Q84,NA,Q17007714,+2013-09-18T00:00:00Z,NA,NA,NA,Q434649,NA,0
Q7046845,+1925-12-28T00:00:00Z,Q6908458,+2004-12-18T00:00:00Z,Q18912794,+1960-07-16T00:00:00Z,+1969-04-09T00:00:00Z,Q2973455,Q5235929,Q7167279,NA,0
Q7046901,+1944-02-02T00:00:00Z,Q643750,NA,Q6814428,+1981-07-01T00:00:00Z,+1996-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q7047001,+1940-11-04T00:00:00Z,Q5112,NA,Q18912794,+1980-10-18T00:00:00Z,+1984-12-01T00:00:00Z,Q2973933,NA,Q6233286,NA,0
Q7047001,+1940-11-04T00:00:00Z,Q5112,NA,Q18912794,+1984-12-01T00:00:00Z,+1993-03-13T00:00:00Z,Q5284562,NA,NA,NA,0
Q7047001,+1940-11-04T00:00:00Z,Q5112,NA,Q18912794,+1993-03-13T00:00:00Z,+1998-08-31T00:00:00Z,Q2973933,Q6380209,NA,NA,0
Q7048144,+1954-02-18T00:00:00Z,Q130624,NA,Q18912794,+2007-11-24T00:00:00Z,NA,Q2973574,NA,Q5534277,NA,0
Q7051574,+1932-10-15T00:00:00Z,Q37320,NA,Q19007285,+1980-02-16T00:00:00Z,+1982-12-23T00:00:00Z,Q5284518,NA,NA,NA,0
Q7051574,+1932-10-15T00:00:00Z,Q37320,NA,Q6814428,+1985-07-01T00:00:00Z,+1990-03-01T00:00:00Z,Q56649108,Q7341998,NA,NA,0
Q7052039,+1851-11-03T00:00:00Z,Q339527,+1931-02-17T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1903-12-16T00:00:00Z,Q5284572,NA,NA,NA,0
Q7052039,+1851-11-03T00:00:00Z,Q339527,+1931-02-17T00:00:00Z,Q18912794,+1904-02-26T00:00:00Z,+1906-12-12T00:00:00Z,Q2973900,Q15995654,Q5341989,NA,0
Q7052200,+1870-12-26T00:00:00Z,Q187861,+1928-07-19T00:00:00Z,Q19007285,+1909-04-30T00:00:00Z,+1915-09-22T00:00:00Z,Q5284526,NA,NA,NA,0
Q7052200,+1870-12-26T00:00:00Z,Q187861,+1928-07-19T00:00:00Z,Q6814428,+1901-03-29T00:00:00Z,+1903-04-17T00:00:00Z,Q56649104,Q16043809,NA,NA,0
Q7052200,+1870-12-26T00:00:00Z,Q187861,+1928-07-19T00:00:00Z,Q20165902,+1897-05-04T00:00:00Z,+1901-03-00T00:00:00Z,Q5355996,Q20739632,Q8014706,NA,0
Q7052200,+1870-12-26T00:00:00Z,Q187861,+1928-07-19T00:00:00Z,Q6508566,+1914-10-00T00:00:00Z,+1915-09-00T00:00:00Z,NA,Q7965429,Q4711244,NA,0
Q7052568,+1889-03-31T00:00:00Z,Q965020,+1982-07-20T00:00:00Z,Q18912794,+1919-12-13T00:00:00Z,+1946-08-14T00:00:00Z,Q2973414,Q4711324,Q8004521,NA,0
Q7052568,+1889-03-31T00:00:00Z,Q965020,+1982-07-20T00:00:00Z,Q23892240,+1946-09-05T00:00:00Z,+1951-00-00T00:00:00Z,NA,Q2070305,Q5497022,NA,0
Q7052568,+1889-03-31T00:00:00Z,Q965020,+1982-07-20T00:00:00Z,Q18912794,+1954-05-29T00:00:00Z,+1955-12-10T00:00:00Z,Q2973854,Q6385236,Q6385236,NA,0
Q7052568,+1889-03-31T00:00:00Z,Q965020,+1982-07-20T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1963-11-01T00:00:00Z,Q5284496,Q6776272,NA,NA,0
Q7052568,+1889-03-31T00:00:00Z,Q965020,+1982-07-20T00:00:00Z,Q7574256,+1929-11-20T00:00:00Z,+1932-02-16T00:00:00Z,NA,Q5542020,Q1865883,7,0
Q7087226,+1929-03-19T00:00:00Z,Q72216,+1995-03-06T00:00:00Z,Q6814428,+1983-03-05T00:00:00Z,+1995-03-06T00:00:00Z,Q56649112,Q6110750,NA,NA,1
Q7087397,+1885-12-18T00:00:00Z,Q8046464,+1977-04-24T00:00:00Z,Q6814428,+1932-07-01T00:00:00Z,+1937-09-30T00:00:00Z,Q56649110,Q7184053,NA,NA,0
Q7087397,+1885-12-18T00:00:00Z,Q8046464,+1977-04-24T00:00:00Z,Q18912794,+1937-10-23T00:00:00Z,+1943-08-21T00:00:00Z,Q2973634,Q5337448,Q7184053,NA,0
Q7087905,+1876-05-09T00:00:00Z,Q23807879,+1946-02-28T00:00:00Z,Q6814428,+1935-07-01T00:00:00Z,+1944-09-16T00:00:00Z,Q56649110,Q7693498,NA,NA,0
Q708887,+1896-08-28T00:00:00Z,Q3141,+1973-07-08T00:00:00Z,Q2460433,+1960-03-07T00:00:00Z,+1967-02-08T00:00:00Z,NA,Q23333,Q1388459,NA,0
Q708887,+1896-08-28T00:00:00Z,Q3141,+1973-07-08T00:00:00Z,Q18912794,+1940-09-21T00:00:00Z,+1972-11-02T00:00:00Z,Q1635847,Q7693328,Q8015077,NA,0
Q709139,+1878-04-26T00:00:00Z,Q1421389,+1957-06-09T00:00:00Z,Q18912794,+1934-09-15T00:00:00Z,+1955-12-10T00:00:00Z,Q2973742,Q7184432,Q6133824,NA,0
Q709139,+1878-04-26T00:00:00Z,Q1421389,+1957-06-09T00:00:00Z,Q18534408,+1927-04-01T00:00:00Z,+1932-04-01T00:00:00Z,Q5355383,Q4731526,Q21664754,NA,0
Q7138353,+1879-08-12T00:00:00Z,Q459900,+1961-05-08T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q7143427,+1962-03-14T00:00:00Z,Q3130,NA,Q18912794,+2001-11-10T00:00:00Z,+2010-07-19T00:00:00Z,Q2973728,Q7381673,Q1700035,NA,0
Q7143631,+1900-06-03T00:00:00Z,Q7057754,+1981-10-12T00:00:00Z,Q6814428,+1953-07-01T00:00:00Z,+1971-06-30T00:00:00Z,Q56649112,NA,NA,NA,0
Q7143631,+1900-06-03T00:00:00Z,Q7057754,+1981-10-12T00:00:00Z,Q19185341,+1938-05-00T00:00:00Z,+1952-06-00T00:00:00Z,Q6811922,NA,Q22019626,NA,0
Q7146371,+1948-01-29T00:00:00Z,Q606294,NA,Q6814428,+2016-05-02T00:00:00Z,NA,Q56649104,NA,Q16727734,NA,0
Q7146553,+1911-03-30T00:00:00Z,Q984138,+1980-09-24T00:00:00Z,Q18912794,+1951-04-28T00:00:00Z,+1966-11-26T00:00:00Z,Q3032417,Q6380155,Q6195421,NA,0
Q7147038,+1867-05-24T00:00:00Z,Q27325688,+1944-01-15T00:00:00Z,Q6814428,+1907-07-01T00:00:00Z,+1938-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q7147038,+1867-05-24T00:00:00Z,Q27325688,+1944-01-15T00:00:00Z,Q7241304,+1932-08-31T00:00:00Z,+1938-06-30T00:00:00Z,NA,Q6238372,Q7965352,7,0
Q7147038,+1867-05-24T00:00:00Z,Q27325688,+1944-01-15T00:00:00Z,Q20165902,NA,NA,NA,NA,NA,NA,0
Q7147240,+1880-01-07T00:00:00Z,Q753512,+1942-12-23T00:00:00Z,Q6814428,+1931-12-23T00:00:00Z,+1932-06-30T00:00:00Z,Q56649105,NA,Q7964705,NA,0
Q7149687,+1940-01-19T00:00:00Z,Q40191,NA,Q6814428,+1987-07-11T00:00:00Z,+2007-08-29T00:00:00Z,Q56649108,Q5231953,NA,NA,0
Q7149687,+1940-01-19T00:00:00Z,Q40191,NA,Q7241304,+2002-08-19T00:00:00Z,+2007-08-13T00:00:00Z,NA,Q4706609,Q6759831,21,0
Q7150487,+1954-09-24T00:00:00Z,Q805263,NA,Q18912794,+1990-03-24T00:00:00Z,+1996-03-02T00:00:00Z,Q2973800,Q7369222,Q6223436,NA,0
Q7150545,+1943-02-04T00:00:00Z,Q34932,NA,Q18912794,+1984-12-01T00:00:00Z,+1987-06-05T00:00:00Z,Q5284556,Q7970485,Q6254503,NA,0
Q7150545,+1943-02-04T00:00:00Z,Q34932,NA,Q1072341,+1977-08-13T00:00:00Z,+1984-10-15T00:00:00Z,NA,Q5983121,Q5577247,1,0
Q7150545,+1943-02-04T00:00:00Z,Q34932,NA,Q26998278,NA,NA,NA,NA,NA,NA,0
Q7150671,+1965-01-16T00:00:00Z,Q1026699,NA,Q18912794,+2009-12-05T00:00:00Z,NA,Q1074189,NA,Q908749,NA,0
Q7151623,+1878-06-15T00:00:00Z,Q5516754,+1972-12-27T00:00:00Z,Q18912794,+1928-11-17T00:00:00Z,+1931-12-19T00:00:00Z,Q2973417,Q8012732,Q7343082,NA,0
Q7151623,+1878-06-15T00:00:00Z,Q5516754,+1972-12-27T00:00:00Z,Q19185341,NA,NA,NA,NA,NA,NA,0
Q7152196,+1964-07-25T00:00:00Z,Q606335,NA,NA,NA,NA,NA,NA,NA,NA,0
Q7152401,+1937-03-13T00:00:00Z,Q14206190,NA,Q6814428,+1987-07-11T00:00:00Z,+1991-08-23T00:00:00Z,Q56649105,Q15500828,NA,NA,0
Q7152703,+1940-03-20T00:00:00Z,Q2118067,+2019-01-01T00:00:00Z,Q18912794,+1993-03-13T00:00:00Z,+2013-08-05T00:00:00Z,Q2973649,Q16206609,Q4963447,NA,0
Q7154532,+1941-04-28T00:00:00Z,Q87,NA,Q18912794,+1996-03-02T00:00:00Z,+1998-10-03T00:00:00Z,Q666416,Q21068902,Q6779376,NA,0
Q7154532,+1941-04-28T00:00:00Z,Q87,NA,Q19202748,+1984-03-24T00:00:00Z,+1988-02-22T00:00:00Z,Q5355194,NA,Q7182242,NA,0
Q7154532,+1941-04-28T00:00:00Z,Q87,NA,Q19202748,+1988-03-19T00:00:00Z,+1996-02-01T00:00:00Z,Q5355984,Q4977920,NA,NA,0
Q7164452,+1961-01-19T00:00:00Z,Q3422682,NA,Q6814428,+2011-07-01T00:00:00Z,+2015-09-09T00:00:00Z,Q56649110,Q21066567,NA,NA,0
Q7167212,+1869-05-14T00:00:00Z,Q40191,+1940-09-09T00:00:00Z,Q18912794,+1913-05-31T00:00:00Z,+1919-11-03T00:00:00Z,Q2973794,Q4719101,Q15453295,NA,0
Q7167212,+1869-05-14T00:00:00Z,Q40191,+1940-09-09T00:00:00Z,Q6814428,+1925-11-14T00:00:00Z,+1929-06-30T00:00:00Z,Q56649105,NA,NA,NA,0
Q7167279,+1890-01-20T00:00:00Z,Q803960,+1960-05-17T00:00:00Z,Q18912794,+1949-12-10T00:00:00Z,+1960-05-17T00:00:00Z,Q2973455,Q7046845,Q5543720,NA,0
Q7167286,+1892-10-23T00:00:00Z,Q2915698,+1934-05-25T00:00:00Z,Q18912794,+1922-12-16T00:00:00Z,+1931-12-19T00:00:00Z,Q2973816,Q6283349,NA,NA,0
Q7167595,+1885-10-18T00:00:00Z,Q5466574,+1931-10-14T00:00:00Z,Q18912794,+1919-12-13T00:00:00Z,+1931-10-14T00:00:00Z,Q5284576,Q5931728,Q7660123,NA,0
Q7172530,+1946-08-28T00:00:00Z,Q2728668,+2007-11-03T00:00:00Z,Q18912794,+1996-03-02T00:00:00Z,+2007-10-17T00:00:00Z,Q1026265,Q6226446,Q5239805,NA,0
Q7172656,+1951-04-12T00:00:00Z,Q646980,NA,Q18810377,+1976-04-23T00:00:00Z,+1982-08-18T00:00:00Z,NA,NA,NA,NA,0
Q7172656,+1951-04-12T00:00:00Z,Q646980,NA,Q18912794,+1983-03-05T00:00:00Z,+1998-08-31T00:00:00Z,Q1075639,Q7684036,Q6531014,NA,0
Q7172714,+1935-01-30T00:00:00Z,Q3130,NA,Q6814428,+1974-05-18T00:00:00Z,+1991-01-28T00:00:00Z,Q56649105,Q6260826,NA,NA,0
Q7173005,+1924-07-15T00:00:00Z,Q3130,+2000-09-11T00:00:00Z,Q18912794,+1958-11-22T00:00:00Z,+1961-12-09T00:00:00Z,Q5284539,Q5494857,Q5734731,NA,0
Q7173302,+1938-05-31T00:00:00Z,Q1471471,+2007-09-16T00:00:00Z,Q18912794,+1984-12-01T00:00:00Z,+1990-03-24T00:00:00Z,Q1074167,Q5478100,NA,NA,0
Q7173302,+1938-05-31T00:00:00Z,Q1471471,+2007-09-16T00:00:00Z,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q1074167,Q5478100,Q5478100,NA,0
Q7173326,+1928-12-15T00:00:00Z,Q5054509,+2019-03-31T00:00:00Z,Q18912794,+1981-04-11T00:00:00Z,+1987-06-05T00:00:00Z,Q2973891,Q1579545,Q4932363,NA,0
Q7173326,+1928-12-15T00:00:00Z,Q5054509,+2019-03-31T00:00:00Z,Q19202748,+1968-02-24T00:00:00Z,+1978-09-12T00:00:00Z,Q5355423,Q7356875,NA,NA,0
Q7173326,+1928-12-15T00:00:00Z,Q5054509,+2019-03-31T00:00:00Z,Q6508546,+1977-12-16T00:00:00Z,+1978-10-07T00:00:00Z,NA,Q6247048,Q3056435,NA,0
Q7173326,+1928-12-15T00:00:00Z,Q5054509,+2019-03-31T00:00:00Z,Q29291882,+1979-09-05T00:00:00Z,+1981-03-19T00:00:00Z,NA,NA,NA,NA,0
Q7173687,+1953-10-31T00:00:00Z,Q3130,NA,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q550273,Q7970178,Q6235024,NA,0
Q7173745,+1931-08-21T00:00:00Z,Q459600,+2013-12-10T00:00:00Z,Q18912794,+1972-12-02T00:00:00Z,+1987-06-05T00:00:00Z,Q2973574,Q5534277,Q5487704,NA,0
Q7173764,+1945-01-01T00:00:00Z,Q3141,NA,Q18220900,+1973-03-10T00:00:00Z,+1984-10-25T00:00:00Z,Q5355372,NA,NA,NA,0
Q7173764,+1945-01-01T00:00:00Z,Q3141,NA,Q18912794,+1984-12-01T00:00:00Z,+1996-03-02T00:00:00Z,Q2973735,Q7843987,NA,NA,0
Q7173764,+1945-01-01T00:00:00Z,Q3141,NA,Q4818610,+1975-10-09T00:00:00Z,+1979-03-15T00:00:00Z,NA,NA,NA,NA,0
Q7173764,+1945-01-01T00:00:00Z,Q3141,NA,Q52730383,+1975-10-09T00:00:00Z,+1979-03-15T00:00:00Z,NA,NA,NA,NA,0
Q7173764,+1945-01-01T00:00:00Z,Q3141,NA,Q50825423,+1979-03-15T00:00:00Z,+1979-09-18T00:00:00Z,NA,NA,NA,NA,0
Q7173773,+1926-10-20T00:00:00Z,Q3183,+2008-07-13T00:00:00Z,Q6814428,+1970-07-01T00:00:00Z,+1993-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q7173773,+1926-10-20T00:00:00Z,Q3183,+2008-07-13T00:00:00Z,Q20165902,+1965-02-20T00:00:00Z,+1968-03-23T00:00:00Z,Q5355850,Q7704168,Q7597685,NA,0
Q7173773,+1926-10-20T00:00:00Z,Q3183,+2008-07-13T00:00:00Z,Q4818607,+1977-09-06T00:00:00Z,+1983-03-11T00:00:00Z,NA,Q381902,Q4932363,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q6865857,+2013-09-18T00:00:00Z,+2014-12-23T00:00:00Z,NA,Q7649377,Q7684036,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q11796981,+2013-09-18T00:00:00Z,+2014-12-23T00:00:00Z,NA,Q7649377,Q5292594,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q6865809,+2004-10-26T00:00:00Z,+2006-01-27T00:00:00Z,NA,Q7489916,Q5478100,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q18912794,+2001-11-10T00:00:00Z,NA,Q2973551,NA,Q1070523,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q11796950,+2014-12-23T00:00:00Z,+2018-08-21T00:00:00Z,NA,NA,Q7436908,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q2390270,+2006-01-27T00:00:00Z,+2007-12-03T00:00:00Z,NA,Q1077015,Q6740586,NA,0
Q7173778,+1970-11-18T00:00:00Z,Q34932,NA,Q6865868,+2017-12-20T00:00:00Z,+2018-08-21T00:00:00Z,NA,NA,NA,NA,0
Q7173924,+1943-09-23T00:00:00Z,Q3141,NA,Q18912794,+1975-12-13T00:00:00Z,+1983-03-05T00:00:00Z,Q2973490,Q7177090,Q7278910,NA,0
Q7173992,+1936-09-19T00:00:00Z,Q7284555,NA,Q18912794,+1972-12-02T00:00:00Z,+1993-02-08T00:00:00Z,Q2973737,Q16136059,Q8026619,NA,0
Q7175005,+1943-08-27T00:00:00Z,Q3130,NA,Q18912794,+1975-12-13T00:00:00Z,+1980-10-18T00:00:00Z,Q917665,NA,NA,NA,0
Q7175195,+1952-06-29T00:00:00Z,Q863749,NA,Q18912794,+2001-11-10T00:00:00Z,+2004-10-09T00:00:00Z,Q2973891,Q927550,Q4758721,NA,0
Q7175245,+1956-08-08T00:00:00Z,Q3130,+2015-10-29T00:00:00Z,Q18912794,+1993-03-13T00:00:00Z,+1996-03-02T00:00:00Z,Q2973616,Q6205834,Q6257427,NA,0
Q7175469,+1944-05-04T00:00:00Z,Q34932,NA,Q18912794,+1996-03-02T00:00:00Z,+2010-07-19T00:00:00Z,Q2973647,Q5418982,Q7693453,NA,0
Q7175777,+1955-11-16T00:00:00Z,Q1853588,NA,Q18912794,+1983-03-05T00:00:00Z,+2008-04-09T00:00:00Z,Q2973620,Q5224839,Q7176113,NA,0
Q7175898,+1928-09-22T00:00:00Z,Q84,+2009-08-08T00:00:00Z,Q18912794,+1980-10-18T00:00:00Z,+1990-03-24T00:00:00Z,Q2973715,Q4932052,Q16104603,NA,0
Q7175954,+1932-07-29T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Q7176113,+1928-03-22T00:00:00Z,Q2028572,NA,Q18912794,+1961-12-09T00:00:00Z,+1983-02-04T00:00:00Z,Q2973620,Q7175777,Q5537142,NA,0
Q7176142,+1938-04-01T00:00:00Z,Q210985,+2001-04-24T00:00:00Z,Q18912794,+1990-03-24T00:00:00Z,+2001-04-24T00:00:00Z,Q1074102,Q5107714,Q6256729,NA,0
Q7176513,+1932-09-24T00:00:00Z,Q339527,NA,Q6814428,+1968-07-01T00:00:00Z,+1986-01-16T00:00:00Z,Q56649108,Q6207164,NA,NA,0
Q7176513,+1932-09-24T00:00:00Z,Q339527,NA,Q19007285,+1986-02-08T00:00:00Z,+1989-05-13T00:00:00Z,Q5284494,NA,NA,NA,0
Q7176566,+1950-07-15T00:00:00Z,Q3141,NA,Q18912794,+1982-12-04T00:00:00Z,+1983-03-05T00:00:00Z,Q2973570,Q4932071,Q7185740,NA,0
Q7176566,+1950-07-15T00:00:00Z,Q3141,NA,Q6865809,+1998-10-21T00:00:00Z,+2001-01-30T00:00:00Z,NA,Q348577,Q5235919,NA,0
Q7176587,+1939-01-23T00:00:00Z,Q3183,NA,Q18912794,+1975-12-13T00:00:00Z,+1977-11-10T00:00:00Z,Q2973868,Q7176872,Q1466753,NA,0
Q7176872,+1953-06-20T00:00:00Z,Q3183,NA,Q18912794,+1977-12-10T00:00:00Z,+1983-03-05T00:00:00Z,Q2973868,Q5539652,Q7176587,NA,0
Q7176872,+1953-06-20T00:00:00Z,Q3183,NA,Q18912794,+1984-12-01T00:00:00Z,+1993-02-08T00:00:00Z,Q2973868,Q5226263,Q5539652,NA,0
Q7176939,+1917-06-21T00:00:00Z,Q1009509,+2015-07-29T00:00:00Z,Q6814428,+1964-11-26T00:00:00Z,+1981-06-30T00:00:00Z,Q56649104,NA,Q7445171,NA,0
Q7176978,+1950-02-14T00:00:00Z,Q1009253,NA,Q7574256,+2011-11-24T00:00:00Z,+2012-10-09T00:00:00Z,NA,Q4766888,Q5670053,27,0
Q7176978,+1950-02-14T00:00:00Z,Q1009253,NA,Q18912794,+1984-12-01T00:00:00Z,+1987-07-11T00:00:00Z,Q2973569,Q6832113,Q5415311,NA,0
Q7177078,+1947-10-15T00:00:00Z,Q3141,NA,Q18912794,+1983-03-05T00:00:00Z,+1984-12-01T00:00:00Z,Q5284519,NA,Q6988322,NA,0
Q7177078,+1947-10-15T00:00:00Z,Q3141,NA,Q18912794,+1984-12-01T00:00:00Z,+1996-01-29T00:00:00Z,Q2973662,Q434649,NA,NA,0
Q7177090,+1941-12-07T00:00:00Z,NA,NA,Q18912794,+1983-03-05T00:00:00Z,+1984-12-01T00:00:00Z,Q2973490,Q4932666,Q7173924,NA,0
Q7177577,+1935-03-11T00:00:00Z,Q3814382,+2015-04-10T00:00:00Z,Q6814428,+1974-05-18T00:00:00Z,+1993-06-30T00:00:00Z,Q56649104,NA,NA,NA,0
Q7177577,+1935-03-11T00:00:00Z,Q3814382,+2015-04-10T00:00:00Z,Q6865833,+1984-12-13T00:00:00Z,+1990-04-04T00:00:00Z,NA,Q7288278,Q1466753,NA,0
Q7177577,+1935-03-11T00:00:00Z,Q3814382,+2015-04-10T00:00:00Z,Q6865964,NA,NA,NA,NA,NA,NA,0
Q7177677,+1968-02-24T00:00:00Z,Q334,NA,Q6814428,+2012-06-20T00:00:00Z,NA,Q56649108,NA,Q24598,NA,0
Q7177681,+1936-01-19T00:00:00Z,Q34932,+2005-02-13T00:00:00Z,Q18526194,+1977-11-12T00:00:00Z,+1980-11-29T00:00:00Z,Q5355965,Q5300604,NA,NA,0
Q7177681,+1936-01-19T00:00:00Z,Q34932,+2005-02-13T00:00:00Z,Q18912794,+1981-02-21T00:00:00Z,+1990-02-19T00:00:00Z,Q1074030,Q6222850,Q5387380,NA,0
Q7177723,+1962-01-10T00:00:00Z,Q34932,NA,Q18912794,+2013-09-07T00:00:00Z,+2016-07-02T00:00:00Z,Q1073695,Q3857414,Q3857414,NA,0
Q7178866,+1947-11-30T00:00:00Z,Q121378,NA,Q18912794,+1994-11-19T00:00:00Z,+2010-07-19T00:00:00Z,Q2973706,Q6288876,Q374949,NA,0
Q7180708,+1855-11-22T00:00:00Z,Q2905620,+1914-08-09T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1906-11-08T00:00:00Z,Q5284576,Q7660123,NA,NA,0
Q7180708,+1855-11-22T00:00:00Z,Q2905620,+1914-08-09T00:00:00Z,Q19185341,NA,NA,NA,NA,NA,NA,0
Q7181685,+1955-08-08T00:00:00Z,Q489948,NA,Q18912794,+1996-03-02T00:00:00Z,+2007-11-24T00:00:00Z,Q1074059,Q16191323,Q6387226,NA,0
Q7181785,+1952-12-08T00:00:00Z,Q3141,NA,Q18912794,+1992-04-11T00:00:00Z,+1992-11-25T00:00:00Z,Q2973906,Q18907740,Q269372,NA,0
Q7183582,+1835-03-01T00:00:00Z,Q124394,+1919-12-20T00:00:00Z,Q13527933,+1877-08-09T00:00:00Z,+1878-03-05T00:00:00Z,NA,Q8009848,Q7793460,12,0
Q7183582,+1835-03-01T00:00:00Z,Q124394,+1919-12-20T00:00:00Z,Q18912794,+1901-03-29T00:00:00Z,+1903-12-16T00:00:00Z,Q5284572,NA,NA,NA,0
Q7183582,+1835-03-01T00:00:00Z,Q124394,+1919-12-20T00:00:00Z,Q13527933,+1887-03-29T00:00:00Z,+1892-08-17T00:00:00Z,NA,Q5720381,Q6128409,NA,0
Q7183582,+1835-03-01T00:00:00Z,Q124394,+1919-12-20T00:00:00Z,Q18912794,+1903-12-16T00:00:00Z,+1910-02-19T00:00:00Z,Q784520,Q8014255,NA,NA,0
Q7183994,+1916-01-16T00:00:00Z,Q2057625,+1996-08-08T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,0
Q7184053,+1892-06-18T00:00:00Z,Q1000133,+1982-07-14T00:00:00Z,Q6814428,+1937-10-21T00:00:00Z,+1944-06-30T00:00:00Z,Q56649110,NA,Q7087397,NA,0
Q7184053,+1892-06-18T00:00:00Z,Q1000133,+1982-07-14T00:00:00Z,Q18912794,+1931-12-19T00:00:00Z,+1937-09-21T00:00:00Z,Q2973634,Q7087397,Q4757671,NA,0
Q7184053,+1892-06-18T00:00:00Z,Q1000133,+1982-07-14T00:00:00Z,Q18912794,+1946-09-28T00:00:00Z,+1958-10-14T00:00:00Z,Q1073964,Q4895162,Q4711228,NA,0
Q7184432,+1906-10-25T00:00:00Z,Q7056074,+1983-10-18T00:00:00Z,Q18912794,+1955-12-10T00:00:00Z,+1969-10-25T00:00:00Z,Q2973742,Q6916542,Q709139,NA,0
Q7185740,+1933-07-27T00:00:00Z,Q47002,+1984-06-19T00:00:00Z,Q18912794,+1966-11-26T00:00:00Z,+1982-10-22T00:00:00Z,Q2973570,Q7176566,Q7346910,NA,0
Q7185740,+1933-07-27T00:00:00Z,Q47002,+1984-06-19T00:00:00Z,Q6865833,+1976-12-07T00:00:00Z,+1977-11-19T00:00:00Z,NA,Q5387380,NA,NA,0
